,T1 (0.B2),T2 (0.B3),T3 (0.B4)
186,21.328125000000004,21.5625,22.890625000000004
187,21.484375,21.015625000000004,23.4375
188,19.687500000000004,20.546875,22.343750000000004
189,20.937500000000004,20.234375,21.953125000000004
190,21.875,21.718750000000004,23.515625
191,21.40625,21.249999999999996,22.968750000000004
192,21.796875,21.796875,23.671875000000004
193,22.109375,21.484375,23.593750000000004
194,21.171875,21.249999999999996,23.203124999999996
195,20.15625,21.40625,23.203124999999996
196,21.328125000000004,21.40625,23.359375
197,20.390625000000004,21.015625000000004,22.968750000000004
198,22.1875,21.796875,23.359375
199,20.937500000000004,21.015625000000004,22.1875
200,21.40625,21.718750000000004,22.968750000000004
201,21.328125000000004,21.249999999999996,22.109375
202,21.328125000000004,21.09375,23.281250000000004
203,21.484375,21.328125000000004,22.656250000000004
204,20.78125,20.859375,22.734375
205,21.40625,21.718750000000004,23.203124999999996
206,21.640625000000004,21.09375,22.8125
207,21.171875,21.640625000000004,23.593750000000004
208,21.718750000000004,21.875,24.140625
209,20.78125,21.640625000000004,22.578125000000004
210,20.46875,21.40625,22.8125
211,21.09375,20.703125000000004,22.343750000000004
212,21.40625,20.859375,23.046875
213,21.5625,22.031250000000004,24.453125
214,22.109375,21.09375,23.515625
215,21.953125000000004,21.640625000000004,23.281250000000004
216,20.234375,21.796875,23.203124999999996
217,21.09375,21.5625,23.046875
218,22.734375,21.796875,23.359375
219,21.249999999999996,21.249999999999996,23.046875
220,21.5625,21.249999999999996,22.968750000000004
221,21.5625,21.718750000000004,22.8125
222,21.796875,21.5625,23.593750000000004
223,20.15625,20.859375,23.359375
224,21.015625000000004,21.640625000000004,23.203124999999996
225,20.859375,20.78125,22.8125
226,23.281250000000004,21.875,23.359375
227,22.656250000000004,21.718750000000004,23.906250000000004
228,21.328125000000004,21.484375,23.046875
229,20.234375,21.015625000000004,22.421875
230,21.796875,21.718750000000004,23.4375
231,21.171875,21.171875,23.203124999999996
232,20.937500000000004,21.484375,23.593750000000004
233,21.09375,20.46875,22.031250000000004
234,21.640625000000004,20.937500000000004,23.359375
235,21.249999999999996,21.40625,22.968750000000004
236,22.265625000000004,21.796875,23.828125
237,19.453125,20.546875,21.953125000000004
238,22.421875,21.718750000000004,23.359375
239,20.390625000000004,20.625000000000004,22.1875
240,21.09375,21.875,23.281250000000004
241,21.5625,22.343750000000004,24.375
242,21.171875,21.796875,23.671875000000004
243,22.656250000000004,21.796875,23.593750000000004
244,21.484375,21.171875,22.578125000000004
245,22.031250000000004,22.578125000000004,23.671875000000004
246,21.328125000000004,21.171875,22.890625000000004
247,21.796875,21.09375,22.968750000000004
248,21.953125000000004,21.718750000000004,23.4375
249,21.5625,21.718750000000004,23.203124999999996
250,21.5625,21.40625,22.968750000000004
251,21.5625,21.171875,23.125
252,20.859375,20.546875,22.1875
253,20.859375,21.09375,22.656250000000004
254,21.796875,21.484375,23.671875000000004
255,20.703125000000004,20.859375,22.890625000000004
256,20.546875,20.234375,22.890625000000004
257,21.875,22.031250000000004,23.4375
258,20.859375,21.484375,23.359375
259,21.40625,21.171875,22.968750000000004
260,21.40625,22.031250000000004,22.734375
261,21.5625,21.718750000000004,23.281250000000004
262,20.859375,21.09375,23.281250000000004
263,21.171875,21.09375,22.890625000000004
264,21.484375,21.484375,23.359375
265,20.937500000000004,21.171875,22.890625000000004
266,20.937500000000004,21.5625,22.968750000000004
267,20.078125000000004,21.953125000000004,22.968750000000004
268,20.312500000000004,21.328125000000004,22.265625000000004
269,21.328125000000004,22.109375,23.671875000000004
270,21.249999999999996,21.249999999999996,23.359375
271,21.718750000000004,20.703125000000004,22.1875
272,20.312500000000004,20.703125000000004,22.578125000000004
273,21.484375,21.5625,23.593750000000004
274,21.09375,21.09375,22.890625000000004
275,20.078125000000004,20.859375,22.578125000000004
276,21.5625,21.171875,22.734375
277,20.312500000000004,21.171875,22.5
278,21.640625000000004,21.249999999999996,23.515625
279,21.171875,21.718750000000004,22.734375
280,20.937500000000004,21.249999999999996,22.578125000000004
281,21.718750000000004,21.640625000000004,22.890625000000004
282,21.5625,21.328125000000004,22.421875
283,21.40625,20.625000000000004,22.343750000000004
284,20.78125,20.859375,23.125
285,21.249999999999996,21.5625,22.734375
286,20.15625,20.78125,22.578125000000004
287,21.484375,20.78125,22.031250000000004
288,20.859375,21.09375,22.734375
289,21.40625,20.546875,22.1875
290,20.390625000000004,20.859375,22.5
291,20.703125000000004,20.78125,22.890625000000004
292,21.249999999999996,20.000000000000004,22.265625000000004
293,21.640625000000004,22.031250000000004,23.203124999999996
294,20.546875,21.015625000000004,22.031250000000004
295,21.249999999999996,20.78125,22.343750000000004
296,21.015625000000004,20.937500000000004,22.343750000000004
297,20.078125000000004,20.234375,21.171875
298,20.390625000000004,20.078125000000004,21.875
299,20.546875,21.171875,22.656250000000004
300,18.203125,19.84375,21.328125000000004
301,19.53125,20.859375,22.656250000000004
302,21.171875,20.703125000000004,22.5
303,20.78125,20.937500000000004,22.031250000000004
304,20.234375,19.921875,22.578125000000004
305,20.234375,20.859375,22.109375
306,21.171875,20.703125000000004,22.109375
307,18.984375000000004,20.15625,21.328125000000004
308,21.171875,21.484375,23.203124999999996
309,20.234375,20.859375,22.031250000000004
310,21.015625000000004,20.78125,22.421875
311,19.84375,20.46875,22.265625000000004
312,20.390625000000004,21.015625000000004,22.031250000000004
313,20.15625,20.312500000000004,21.328125000000004
314,20.703125000000004,21.953125000000004,22.578125000000004
315,20.390625000000004,20.625000000000004,21.718750000000004
316,21.40625,21.09375,23.125
317,20.937500000000004,20.703125000000004,22.421875
318,20.625000000000004,20.937500000000004,22.5
319,20.625000000000004,20.78125,22.265625000000004
320,21.171875,20.78125,22.265625000000004
321,21.171875,20.546875,22.578125000000004
322,21.015625000000004,21.015625000000004,22.421875
323,21.328125000000004,20.859375,22.968750000000004
324,20.312500000000004,20.859375,22.265625000000004
325,20.703125000000004,20.546875,22.265625000000004
326,21.015625000000004,21.171875,22.890625000000004
327,21.328125000000004,21.09375,23.203124999999996
328,20.15625,20.312500000000004,22.265625000000004
329,20.312500000000004,21.015625000000004,22.734375
330,20.859375,21.09375,22.265625000000004
331,19.921875,20.625000000000004,21.953125000000004
332,20.15625,20.078125000000004,21.640625000000004
333,20.390625000000004,20.937500000000004,22.421875
334,20.390625000000004,20.234375,22.109375
335,19.921875,20.46875,21.953125000000004
336,21.484375,21.015625000000004,22.421875
337,20.703125000000004,20.546875,22.578125000000004
338,20.859375,20.859375,21.796875
339,20.78125,20.703125000000004,21.875
340,22.031250000000004,20.703125000000004,22.421875
341,20.312500000000004,20.234375,22.265625000000004
342,20.078125000000004,20.625000000000004,22.343750000000004
343,20.78125,20.46875,22.1875
344,19.296874999999996,20.46875,21.796875
345,21.328125000000004,20.78125,22.343750000000004
346,20.78125,20.859375,22.578125000000004
347,20.46875,20.46875,22.265625000000004
348,20.937500000000004,21.249999999999996,21.953125000000004
349,19.062500000000004,20.234375,21.171875
350,20.390625000000004,20.859375,22.890625000000004
351,20.78125,20.937500000000004,22.343750000000004
352,20.546875,20.703125000000004,22.109375
353,19.687500000000004,20.078125000000004,21.171875
354,21.640625000000004,21.171875,22.578125000000004
355,19.453125,20.78125,21.953125000000004
356,20.625000000000004,20.859375,22.265625000000004
357,21.328125000000004,21.015625000000004,22.578125000000004
358,19.53125,20.15625,21.328125000000004
359,21.09375,20.15625,22.421875
360,20.546875,20.46875,22.421875
361,19.375000000000004,19.765625000000004,21.484375
362,20.78125,20.312500000000004,22.265625000000004
363,20.312500000000004,21.09375,22.968750000000004
364,20.937500000000004,21.09375,22.421875
365,19.921875,21.328125000000004,22.265625000000004
366,19.21875,19.062500000000004,20.859375
367,20.625000000000004,20.625000000000004,22.578125000000004
368,20.390625000000004,20.46875,22.1875
369,20.859375,20.15625,22.421875
370,20.546875,20.703125000000004,21.875
371,20.390625000000004,20.546875,21.875
372,20.703125000000004,20.937500000000004,22.343750000000004
373,21.015625000000004,21.015625000000004,22.343750000000004
374,20.546875,21.015625000000004,21.953125000000004
375,21.015625000000004,20.78125,21.953125000000004
376,20.78125,20.46875,21.09375
377,20.546875,21.328125000000004,22.968750000000004
378,19.296874999999996,19.375000000000004,21.015625000000004
379,20.078125000000004,20.15625,21.640625000000004
380,19.84375,20.312500000000004,21.484375
381,20.46875,20.703125000000004,23.203124999999996
382,20.15625,20.859375,22.421875
383,19.921875,20.46875,21.484375
384,18.437500000000004,20.000000000000004,21.328125000000004
385,19.609375,19.609375,21.40625
386,21.015625000000004,20.312500000000004,21.718750000000004
387,20.859375,20.15625,22.578125000000004
388,19.53125,20.000000000000004,21.718750000000004
389,20.234375,20.390625000000004,22.421875
390,20.390625000000004,20.312500000000004,22.5
391,20.703125000000004,20.46875,22.031250000000004
392,19.687500000000004,19.687500000000004,21.328125000000004
393,20.390625000000004,20.703125000000004,21.718750000000004
394,20.46875,21.015625000000004,22.343750000000004
395,19.921875,19.609375,21.249999999999996
396,20.234375,19.921875,21.875
397,19.375000000000004,19.21875,21.015625000000004
398,19.53125,20.546875,22.1875
399,20.234375,20.546875,21.953125000000004
400,20.234375,19.921875,21.484375
401,19.609375,20.15625,21.171875
402,21.640625000000004,22.109375,23.203124999999996
403,18.984375000000004,20.46875,21.484375
404,20.390625000000004,20.078125000000004,22.031250000000004
405,19.84375,20.703125000000004,22.265625000000004
406,20.546875,20.937500000000004,22.1875
407,19.921875,19.453125,21.249999999999996
408,21.015625000000004,21.171875,22.343750000000004
409,20.15625,20.000000000000004,22.5
410,20.078125000000004,20.703125000000004,21.953125000000004
411,19.53125,19.609375,21.796875
412,18.984375000000004,20.390625000000004,21.5625
413,19.21875,18.984375000000004,21.171875
414,19.53125,20.234375,21.953125000000004
415,20.78125,20.703125000000004,22.421875
416,19.765625000000004,19.765625000000004,21.796875
417,20.546875,19.84375,21.171875
418,20.078125000000004,19.609375,21.953125000000004
419,19.453125,19.609375,21.015625000000004
420,19.84375,19.687500000000004,20.859375
421,20.46875,19.062500000000004,20.78125
422,19.296874999999996,20.000000000000004,21.796875
423,18.203125,19.296874999999996,20.390625000000004
424,20.546875,20.312500000000004,21.953125000000004
425,19.453125,19.53125,21.484375
426,19.921875,20.000000000000004,21.640625000000004
427,19.609375,19.375000000000004,21.249999999999996
428,20.000000000000004,20.15625,21.953125000000004
429,19.062500000000004,20.390625000000004,22.578125000000004
430,19.53125,18.984375000000004,21.171875
431,19.765625000000004,19.296874999999996,20.703125000000004
432,18.828125,19.140625,21.09375
433,18.515625,18.750000000000004,20.078125000000004
434,20.234375,20.15625,21.328125000000004
435,19.53125,18.359375000000004,20.078125000000004
436,20.15625,20.078125000000004,21.875
437,20.546875,18.984375000000004,21.09375
438,20.546875,19.609375,20.937500000000004
439,19.921875,19.53125,21.015625000000004
440,19.375000000000004,20.312500000000004,21.171875
441,19.921875,19.765625000000004,20.937500000000004
442,19.687500000000004,20.15625,21.796875
443,19.609375,19.921875,21.484375
444,20.46875,20.312500000000004,21.796875
445,20.078125000000004,20.234375,22.031250000000004
446,20.078125000000004,19.84375,22.109375
447,19.53125,19.687500000000004,21.015625000000004
448,19.375000000000004,19.921875,21.328125000000004
449,20.000000000000004,19.453125,21.484375
450,19.765625000000004,19.453125,21.875
451,19.687500000000004,20.312500000000004,21.953125000000004
452,20.234375,19.53125,21.640625000000004
453,21.171875,20.46875,21.953125000000004
454,20.703125000000004,21.171875,22.890625000000004
455,21.328125000000004,20.546875,22.1875
456,20.15625,20.546875,21.640625000000004
457,19.921875,19.84375,20.859375
458,19.765625000000004,20.937500000000004,21.796875
459,19.296874999999996,20.078125000000004,21.875
460,19.062500000000004,19.609375,20.859375
461,19.687500000000004,20.15625,21.718750000000004
462,19.453125,19.375000000000004,20.703125000000004
463,20.234375,20.312500000000004,21.718750000000004
464,19.687500000000004,19.453125,21.015625000000004
465,19.375000000000004,19.453125,20.937500000000004
466,19.21875,20.15625,22.109375
467,19.609375,19.84375,21.171875
468,18.90625,19.453125,21.09375
469,19.296874999999996,20.703125000000004,21.484375
470,19.140625,20.078125000000004,21.5625
471,19.375000000000004,18.828125,21.249999999999996
472,19.375000000000004,20.703125000000004,21.249999999999996
473,19.687500000000004,19.921875,21.249999999999996
474,20.15625,19.921875,21.796875
475,19.53125,19.609375,21.328125000000004
476,19.21875,19.140625,21.484375
477,18.90625,19.765625000000004,20.859375
478,19.765625000000004,18.984375000000004,20.46875
479,18.828125,19.53125,21.249999999999996
480,20.546875,20.625000000000004,22.109375
481,19.453125,19.140625,21.249999999999996
482,19.687500000000004,18.671875000000004,20.625000000000004
483,18.828125,19.609375,21.015625000000004
484,20.390625000000004,20.625000000000004,22.343750000000004
485,19.21875,20.078125000000004,21.484375
486,19.84375,19.921875,21.640625000000004
487,19.921875,19.296874999999996,20.937500000000004
488,19.296874999999996,18.828125,21.249999999999996
489,19.53125,19.375000000000004,20.546875
490,19.296874999999996,18.984375000000004,20.234375
491,19.062500000000004,18.437500000000004,20.46875
492,19.609375,20.000000000000004,21.953125000000004
493,18.90625,19.921875,21.328125000000004
494,19.21875,19.453125,21.718750000000004
495,18.59375,19.53125,20.234375
496,20.078125000000004,19.765625000000004,21.171875
497,19.609375,19.375000000000004,21.484375
498,19.296874999999996,18.90625,20.859375
499,18.28125,19.375000000000004,20.859375
500,18.90625,19.453125,21.249999999999996
501,18.59375,19.609375,20.703125000000004
502,19.21875,19.140625,21.09375
503,20.15625,19.765625000000004,21.5625
504,18.828125,18.750000000000004,20.546875
505,19.687500000000004,19.453125,21.015625000000004
506,20.859375,20.234375,21.328125000000004
507,18.90625,20.078125000000004,21.171875
508,19.062500000000004,19.609375,20.937500000000004
509,19.296874999999996,19.53125,21.171875
510,18.750000000000004,19.53125,21.015625000000004
511,19.140625,19.140625,20.78125
512,18.750000000000004,19.062500000000004,21.171875
513,20.000000000000004,19.453125,21.40625
514,18.59375,19.296874999999996,20.937500000000004
515,20.15625,18.984375000000004,21.09375
516,18.828125,19.609375,20.390625000000004
517,19.375000000000004,19.375000000000004,21.328125000000004
518,19.53125,19.453125,21.484375
519,18.515625,18.515625,20.234375
520,19.765625000000004,19.296874999999996,21.09375
521,20.390625000000004,20.78125,21.640625000000004
522,19.609375,19.53125,20.937500000000004
523,18.203125,19.921875,20.937500000000004
524,19.21875,19.765625000000004,20.46875
525,19.296874999999996,19.765625000000004,21.09375
526,17.031249999999996,18.59375,20.546875
527,19.140625,19.21875,20.46875
528,19.687500000000004,18.984375000000004,20.937500000000004
529,18.359375000000004,18.28125,20.000000000000004
530,18.671875000000004,19.296874999999996,20.390625000000004
531,18.203125,18.515625,20.15625
532,19.765625000000004,19.609375,20.937500000000004
533,19.140625,19.921875,21.09375
534,19.53125,18.828125,21.484375
535,19.687500000000004,19.21875,20.703125000000004
536,19.765625000000004,19.53125,21.40625
537,19.375000000000004,19.84375,21.015625000000004
538,19.53125,19.453125,20.78125
539,18.59375,19.609375,21.5625
540,19.062500000000004,19.062500000000004,21.249999999999996
541,19.53125,19.687500000000004,21.249999999999996
542,17.96875,18.59375,20.15625
543,19.296874999999996,19.296874999999996,21.328125000000004
544,19.609375,18.828125,20.859375
545,18.437500000000004,19.453125,21.328125000000004
546,19.375000000000004,19.062500000000004,20.390625000000004
547,19.84375,18.90625,20.859375
548,19.140625,18.90625,20.546875
549,20.546875,20.46875,21.875
550,19.21875,19.375000000000004,20.78125
551,20.15625,20.15625,21.718750000000004
552,19.453125,19.53125,20.859375
553,18.984375000000004,18.671875000000004,20.78125
554,19.21875,18.437500000000004,20.390625000000004
555,19.375000000000004,19.21875,20.15625
556,19.609375,19.296874999999996,20.390625000000004
557,18.750000000000004,19.453125,20.859375
558,18.437500000000004,19.296874999999996,20.546875
559,18.59375,19.375000000000004,20.78125
560,19.062500000000004,19.375000000000004,20.937500000000004
561,19.921875,19.140625,21.718750000000004
562,17.812500000000004,18.203125,20.546875
563,18.515625,18.671875000000004,19.921875
564,18.828125,18.59375,20.46875
565,18.984375000000004,19.140625,20.703125000000004
566,19.296874999999996,19.53125,20.859375
567,18.984375000000004,19.453125,21.09375
568,19.21875,19.062500000000004,20.46875
569,18.515625,18.28125,19.765625000000004
570,19.062500000000004,19.21875,20.859375
571,19.296874999999996,19.062500000000004,21.171875
572,19.296874999999996,19.687500000000004,21.171875
573,20.859375,20.46875,21.718750000000004
574,20.46875,19.921875,21.171875
575,18.59375,19.765625000000004,20.937500000000004
576,17.812500000000004,18.046875000000004,19.84375
577,18.515625,18.437500000000004,20.390625000000004
578,19.375000000000004,18.984375000000004,20.703125000000004
579,19.21875,19.453125,20.703125000000004
580,19.375000000000004,19.609375,21.015625000000004
581,18.828125,18.59375,20.937500000000004
582,18.203125,18.437500000000004,19.765625000000004
583,19.453125,19.84375,21.171875
584,20.234375,19.140625,20.937500000000004
585,19.53125,19.140625,20.625000000000004
586,18.671875000000004,18.671875000000004,20.703125000000004
587,19.062500000000004,19.21875,21.015625000000004
588,18.28125,18.90625,20.46875
589,19.453125,20.15625,21.171875
590,19.609375,19.21875,20.46875
591,20.390625000000004,19.453125,21.328125000000004
592,18.437500000000004,18.90625,20.625000000000004
593,19.53125,18.90625,20.859375
594,21.09375,20.546875,21.875
595,19.062500000000004,19.53125,21.015625000000004
596,19.687500000000004,19.375000000000004,20.625000000000004
597,20.078125000000004,19.062500000000004,20.625000000000004
598,19.609375,19.140625,20.625000000000004
599,18.59375,18.750000000000004,20.546875
600,19.765625000000004,18.750000000000004,20.78125
601,18.28125,17.890625,19.453125
602,19.765625000000004,19.53125,21.171875
603,18.515625,19.062500000000004,20.625000000000004
604,18.515625,19.062500000000004,20.46875
605,17.96875,18.750000000000004,20.234375
606,19.687500000000004,19.375000000000004,21.015625000000004
607,19.453125,19.453125,21.40625
608,18.828125,18.828125,20.078125000000004
609,18.515625,18.984375000000004,20.546875
610,18.046875000000004,18.359375000000004,19.765625000000004
611,18.984375000000004,18.984375000000004,20.625000000000004
612,19.21875,18.750000000000004,21.249999999999996
613,18.90625,19.53125,20.546875
614,20.078125000000004,20.625000000000004,21.718750000000004
615,19.296874999999996,18.750000000000004,20.625000000000004
616,19.921875,18.671875000000004,20.78125
617,19.140625,20.390625000000004,20.859375
618,19.296874999999996,18.203125,20.000000000000004
619,19.765625000000004,19.140625,21.171875
620,20.000000000000004,19.84375,21.484375
621,19.453125,18.59375,20.234375
622,19.921875,19.296874999999996,21.328125000000004
623,18.90625,18.90625,21.328125000000004
624,19.453125,19.21875,21.015625000000004
625,19.609375,19.453125,21.328125000000004
626,19.687500000000004,19.062500000000004,21.09375
627,19.53125,19.21875,21.171875
628,19.921875,19.140625,20.546875
629,19.687500000000004,19.609375,20.625000000000004
630,18.359375000000004,18.515625,20.46875
631,18.90625,19.53125,21.015625000000004
632,18.750000000000004,19.296874999999996,20.859375
633,19.453125,19.140625,20.625000000000004
634,19.765625000000004,19.140625,20.46875
635,18.046875000000004,18.828125,20.546875
636,19.140625,19.140625,20.703125000000004
637,19.453125,19.296874999999996,21.640625000000004
638,18.359375000000004,18.437500000000004,20.312500000000004
639,18.750000000000004,18.984375000000004,20.78125
640,18.984375000000004,18.828125,21.171875
641,18.984375000000004,18.984375000000004,20.390625000000004
642,19.453125,19.53125,21.171875
643,19.53125,19.53125,20.703125000000004
644,19.296874999999996,19.062500000000004,20.78125
645,19.765625000000004,19.84375,21.796875
646,19.21875,20.234375,21.249999999999996
647,20.15625,19.609375,21.484375
648,18.984375000000004,18.750000000000004,20.703125000000004
649,19.296874999999996,19.453125,21.015625000000004
650,19.296874999999996,18.90625,21.015625000000004
651,19.453125,19.53125,20.78125
652,19.21875,18.828125,20.859375
653,18.59375,19.921875,20.937500000000004
654,17.734375000000004,17.96875,19.84375
655,19.21875,18.90625,21.015625000000004
656,19.296874999999996,20.234375,21.09375
